"Timestamp"	"Age"	"Sex"	"Height"	"Weight"	"Shoe.size"	"Eye.Color"	"Smoking"	"Smoking.How.many.per.day"	"Videogames"	"TV..hours.per.week."	"Internet..hours.per.week."	"Books..how.many.per.year."	"Sport..hours.per.week."	"Pet"	"Faculty"	"Friends.on.Facebook"	"Sleep..hours.per.night."	"PetBird"	"PetCat"	"PetDog"	"PetFish"	"Petno"	"PetOther"	"PetRodent"
"10.20.2010 19:05:30"	18	"female"	177	68	40	"brown"	"no"	0	"no"	10	8	12	7	"Dog, Bird"	"Veterinary"	NA	NA	"Yes"	"No"	"Yes"	"No"	"No"	"No"	"No"
"10.20.2010 21:08:39"	19	"male"	181	70	42	"brown"	"no"	0	"no"	4	10	5	15	"Cat, Dog, Other"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"
"10.20.2010 22:19:03"	19	"male"	174	72	41	"brown"	"no"	0	"no"	2.5	11	4.5	10	"Other"	"Veterinary"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"10.21.2010 10:30:57"	18	"male"	179	78	43	"green"	"no"	0	"yes"	2	9	0	4	"Fish, Bird"	"Veterinary"	NA	NA	"Yes"	"No"	"No"	"Yes"	"No"	"No"	"No"
"10.21.2010 12:00:03"	19	"female"	170	65	38	"blue"	"no"	0	"no"	2	10	5	5	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"10.21.2010 12:45:59"	18	"male"	181	76	44	"brown"	"no"	0	"yes"	5	20	5	5	"Cat"	"Veterinary"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"10.21.2010 12:58:13"	19	"female"	168.5	66	39	"brown"	"no"	0	"no"	10	15	12	0	"Rodent"	"Veterinary"	NA	NA	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"
"10.21.2010 15:07:43"	19	"female"	173	53	38	"brown"	"no"	0	"no"	7	9	5	3	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"10.21.2010 17:15:41"	19	"female"	160	50	37	"brown"	"no"	0	"no"	2	10	4	2	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"10.22.2010 6:21:40"	21	"female"	165	67	39	"brown"	"no"	0	"no"	10	8	2	7	"Cat, Dog, Fish, Other"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"Yes"	"No"	"Yes"	"No"
"10.23.2010 12:17:56"	19	"male"	185	74	45	"green"	"no"	0	"no"	5	5	4	10	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"10.23.2010 16:43:52"	18	"male"	170	59	41	"blue"	"no"	0	"no"	13	12	0	3	"Cat"	"Veterinary"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"10.25.2010 20:28:36"	19	"female"	172	54	39	"blue"	"yes"	10	"no"	15	15	5	4	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"10.27.2010 20:10:48"	19	"male"	169	54	38	"green"	"no"	0	"no"	3	14	5	2	"Cat"	"Veterinary"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"10.28.2010 9:43:06"	19	"female"	164	54	39	"green"	"no"	0	"no"	1	14	5	2	"Dog"	"Veterinary"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"10.28.2010 19:14:21"	19	"male"	169	61	42	"brown"	"no"	0	"yes"	2	21	1	4	"Cat, Dog, Bird, Other"	"Veterinary"	NA	NA	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"
"10.28.2010 21:05:39"	18	"female"	164	58	37	"brown"	"no"	0	"no"	8	7	5	3	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"10.30.2010 11:20:40"	19	"female"	168	68	39	"brown"	"no"	0	"no"	5	20	5	10	"Dog"	"Veterinary"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"10.30.2010 18:10:34"	19	"male"	169	68	42	"brown"	"no"	0	"no"	1	20	NA	3	"no"	"Veterinary"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"11.1.2010 16:07:32"	19	"female"	170	53	38	"brown"	"no"	0	"no"	2	16	5	4	"Cat, Dog"	"Veterinary"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 14:05:03"	20	"male"	186	76	42	"blue"	"no"	0	"no"	20	5	10	7	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.24.2011 14:56:19"	22	"female"	163	63	38	"green"	"no"	0	"yes"	3	5	10	12	"Cat, Rodent, Other"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"Yes"	"Yes"
"2.24.2011 15:06:33"	20	"female"	171	75	40	"brown"	"no"	0	"yes"	2	10	9	3	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 15:11:00"	20	"female"	168	60	39	"brown"	"no"	0	"no"	5	10	3	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 15:52:22"	20	"male"	193	78	46	"brown"	"no"	0	"yes"	10	14	25	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.24.2011 16:29:44"	20	"female"	158	47	36	"blue"	"no"	0	"no"	10	14	5	2	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 16:32:50"	20	"female"	170	53.5	40	"blue"	"no"	0	"no"	0	7	30	2	"Rodent, Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"Yes"
"2.24.2011 17:02:47"	20	"female"	169	56	38	"brown"	"no"	0	"no"	10	3	5	2	"Cat, Fish"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"Yes"	"No"	"No"	"No"
"2.24.2011 17:13:11"	20	"female"	180	75	42	"green"	"no"	0	"no"	3	15	5	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.24.2011 17:13:20"	20	"female"	180	75	42	"green"	"no"	0	"no"	3	15	5	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.24.2011 17:18:50"	20	"male"	179	67	43	"brown"	"no"	0	"no"	4	7	10	5	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 17:24:44"	20	"female"	178	56	40	"green"	"no"	0	"no"	3	20	15	4	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.24.2011 17:25:10"	20	"male"	185	80	43	"blue"	"no"	0	"yes"	24	24	10	10	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 17:45:21"	20	"female"	164	60	38	"blue"	"no"	0	"yes"	17	20	20	3	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.24.2011 17:49:17"	20	"female"	161	63	39	"brown"	"no"	0	"no"	3	5	5	2	"Fish"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"2.24.2011 18:02:48"	20	"female"	173	59	39	"green"	"no"	0	"no"	10	5	15	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 18:12:03"	20	"female"	168	63	39	"green"	"no"	0	"no"	5	35	30	15	"Cat, Dog, Bird, Rodent, Other"	"Dental Medicine"	NA	NA	"Yes"	"Yes"	"Yes"	"No"	"No"	"Yes"	"Yes"
"2.24.2011 18:39:11"	20	"female"	175	56	39	"other"	"yes"	4	"yes"	10	56	10	2	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 18:59:01"	20	"female"	170	53	38	"blue"	"no"	0	"no"	10	20	1	3	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.24.2011 19:00:00"	20	"female"	171	53	39	"blue"	"no"	0	"no"	12	7	5	4	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 19:29:13"	20	"female"	178	68	40	"brown"	"no"	0	"no"	1	14	20	5	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.24.2011 19:39:54"	20	"female"	170	56	39	"brown"	"no"	0	"no"	5	14	10	10	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 21:44:09"	20	"female"	170	55	39	"blue"	"no"	0	"no"	7	5	5	5	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.24.2011 23:27:51"	20	"female"	167	63	37	"other"	"no"	0	"no"	0	15	5	3	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 0:19:47"	20	"male"	176	88	43	"green"	"no"	0	"no"	4	15	10	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.25.2011 10:01:54"	20	"female"	178	65	40	"brown"	"no"	0	"no"	4	14	25	7	"Rodent"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"No"	"Yes"
"2.25.2011 10:31:14"	20	"female"	175	65	40	"green"	"no"	0	"no"	7	20	10	5	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 10:44:07"	20	"female"	165	80	40	"brown"	"no"	0	"no"	8	30	20	4	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"2.25.2011 11:44:03"	20	"male"	187	78	46	"other"	"no"	0	"yes"	12	30	2	4	"Cat, Dog, Other"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"Yes"	"No"
"2.25.2011 14:13:19"	20	"female"	170	46	38	"green"	"no"	0	"no"	15	7	2	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 14:16:12"	20	"female"	173	54	39	"brown"	"no"	0	"no"	1	10	5	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 14:17:56"	20	"female"	168	60	40	"green"	"no"	0	"no"	12	10	5	5	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.25.2011 14:25:39"	20	"male"	185	85	43	"brown"	"no"	0	"no"	6	17	2	8	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.25.2011 15:00:08"	20	"female"	176	55	38	"brown"	"no"	0	"no"	7	12	0	5	"Other"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"2.25.2011 16:02:36"	20	"female"	168	64	37	"brown"	"no"	0	"no"	7	30	5	4	"Dog, Fish"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"Yes"	"No"	"No"	"No"
"2.25.2011 16:06:31"	20	"female"	163	58	39	"blue"	"no"	0	"no"	10	12	8	10	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 16:06:41"	20	"female"	163	58	39	"blue"	"no"	0	"no"	10	12	8	10	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 18:04:42"	20	"male"	178	65	42	"brown"	"no"	0	"yes"	0	70	20	10	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.25.2011 18:15:31"	20	"female"	160	55	37	"brown"	"no"	0	"no"	20	5	5	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 18:21:55"	20	"female"	172	65	39	"blue"	"no"	0	"yes"	30	30	20	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.25.2011 19:34:38"	21	"female"	166	70	39	"brown"	"no"	0	"no"	8	25	50	1	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 20:18:21"	20	"female"	163	56	41	"brown"	"no"	0	"no"	0	2	10	10	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"2.25.2011 20:19:13"	20	"female"	163	56	41	"brown"	"no"	0	"no"	0	2	10	10	"Cat, Dog"	"Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"2.25.2011 22:41:56"	20	"female"	163.5	68	40	"blue"	"no"	0	"no"	2	8	15	3	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.25.2011 22:52:09"	22	"female"	169	58	38	"other"	"no"	0	"yes"	0	35	5	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.26.2011 11:31:18"	20	"female"	170	51	39	"blue"	"no"	0	"no"	2.5	20	30	1	"Fish"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"2.26.2011 12:42:05"	21	"female"	167	60	37	"green"	"no"	0	"no"	5	5	20	2	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.26.2011 13:25:44"	20	"female"	178	56	39	"green"	"no"	0	"no"	2	7	12	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.26.2011 14:10:34"	20	"female"	165	31	38	"brown"	"no"	0	"yes"	10	10	5	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.26.2011 19:34:05"	21	"female"	174	65	40	"green"	"no"	0	"no"	10	10	30	7	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.27.2011 0:26:37"	20	"male"	185	85	44	"blue"	"no"	0	"yes"	10	30	0	8	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.27.2011 14:18:56"	20	"female"	171	56	40	"brown"	"no"	0	"no"	1	7	5	1	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.27.2011 16:03:00"	19	"female"	165	48	39	"brown"	"no"	0	"no"	2	50	60	3	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.27.2011 17:58:35"	20	"female"	175	57	39	"blue"	"no"	0	"no"	0	20	5	2	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.27.2011 19:19:50"	20	"female"	169	60	40	"green"	"no"	0	"no"	5	9	10	4	"Cat"	"Dental Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.27.2011 19:27:41"	20	"female"	160	50	36	"brown"	"no"	0	"yes"	7	7	20	3	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"2.27.2011 19:31:30"	20	"male"	177	61	43	"green"	"no"	0	"no"	5	10	10	2	"Fish"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"2.27.2011 19:31:43"	20	"male"	177	61	43	"green"	"no"	0	"no"	5	10	10	2	"Fish"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"No"	"No"
"2.27.2011 20:31:27"	20	"female"	166	60	38	"other"	"no"	0	"no"	0	24	20	7	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.28.2011 9:39:22"	20	"female"	170.5	54	39	"blue"	"no"	0	"no"	2	56	5	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"2.28.2011 14:34:43"	20	"female"	161	50	37	"brown"	"no"	0	"no"	10	8	5	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.28.2011 19:24:16"	20	"male"	202	97	49	"blue"	"no"	0	"yes"	25	28	10	10	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"2.28.2011 20:33:06"	21	"female"	164	56	38	"blue"	"no"	0	"no"	20	10	30	6	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.1.2011 7:09:27"	20	"female"	171	53	37	"brown"	"no"	0	"no"	10	7	15	1	"Cat, Dog"	"Dental Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.1.2011 7:55:07"	20	"female"	180	79	41	"blue"	"no"	0	"no"	15	30	40	7	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.1.2011 9:51:02"	21	"male"	170	60	42	"brown"	"no"	0	"no"	6	15	10	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.1.2011 14:09:12"	20	"male"	185	70	45	"green"	"no"	0	"no"	8	70	10	15	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.1.2011 16:57:35"	20	"female"	165	56	38	"green"	"no"	0	"no"	5	30	25	6	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.1.2011 21:59:34"	20	"female"	165	59	38	"brown"	"no"	0	"no"	5	10	8	3	"Dog"	"Dental Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.2.2011 12:40:30"	20	"female"	172	60	39	"green"	"no"	0	"no"	5	10	100	3	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.2.2011 14:26:29"	20	"female"	170.5	54	39	"other"	"no"	0	"no"	5	56	10	10	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.2.2011 17:42:46"	20	"male"	190	82	44	"brown"	"no"	0	"no"	4	14	1	6	"Cat, Dog"	"Dental Medicine"	NA	NA	"No"	"Yes"	"Yes"	"No"	"No"	"No"	"No"
"3.2.2011 17:46:34"	20	"male"	189	75	44	"blue"	"no"	0	"yes"	3	10	25	4	"Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"No"	"Yes"	"No"
"3.2.2011 18:26:29"	20	"female"	176	100	41	"brown"	"no"	0	"no"	3	11	8	3	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.2.2011 20:44:52"	20	"female"	165	65	38	"brown"	"no"	0	"no"	3	7	2	1	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.2.2011 22:45:13"	20	"female"	173	53	39	"brown"	"no"	0	"yes"	2	5	6	15	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.3.2011 12:37:36"	20	"male"	198	85	47	"brown"	"no"	0	"yes"	2	14	15	2	"Bird"	"Medicine"	NA	NA	"Yes"	"No"	"No"	"No"	"No"	"No"	"No"
"3.3.2011 15:08:28"	20	"male"	180	65	45	"brown"	"yes"	12	"no"	4	10	4	2	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.3.2011 15:31:10"	21	"female"	167	65	39	"brown"	"no"	0	"yes"	21	14	1	7	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.3.2011 15:32:01"	20	"male"	196	103	44	"green"	"no"	0	"yes"	0.2	3	10	4	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.3.2011 15:55:51"	26	"female"	170	61	38	"brown"	"no"	0	"no"	1	10	15	5	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.3.2011 16:50:44"	20	"female"	170	65	39	"brown"	"no"	0	"no"	1	3	0	2	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.3.2011 17:11:59"	20	"female"	162	50	37	"brown"	"no"	0	"no"	2.5	10	0.5	2.5	"no"	"Dental Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.3.2011 19:57:12"	21	"male"	184	64	43	"brown"	"no"	0	"yes"	10	20	15	4	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.3.2011 20:47:17"	20	"female"	186	75	39	"green"	"no"	0	"no"	14	25	5	7	"no"	"Medicine"	NA	NA	"No"	"No"	"No"	"No"	"Yes"	"No"	"No"
"3.3.2011 21:06:52"	20	"female"	163	75	39	"brown"	"no"	0	"no"	3	6	10	10	"Dog"	"Medicine"	NA	NA	"No"	"No"	"Yes"	"No"	"No"	"No"	"No"
"3.3.2011 22:56:57"	20	"female"	161	72	39	"blue"	"no"	0	"no"	4	42	7	5	"Cat"	"Medicine"	NA	NA	"No"	"Yes"	"No"	"No"	"No"	"No"	"No"
"3.4.2011 13:39:33"	20	"male"	184	91	46	"other"	"no"	0	"yes"	10	10	4	3	"Fish, Other"	"Medicine"	NA	NA	"No"	"No"	"No"	"Yes"	"No"	"Yes"	"No"
